6	54.194.220.237	443		172.16.152.81	35282		1550171961.434090779
6	172.16.152.81	35282		54.194.220.237	443		1550171961.478096479
6	172.217.18.101	443		172.16.152.81	57634		1550171961.843015383
6	172.16.152.81	57634		172.217.18.101	443		1550171961.843059326
6	172.217.18.101	443		172.16.152.81	57634		1550171961.843327387
6	172.16.152.81	57634		172.217.18.101	443		1550171961.843350066
6	172.217.18.101	443		172.16.152.81	57634		1550171961.843661722
6	172.16.152.81	57634		172.217.18.101	443		1550171961.843684625
6	172.16.152.81	57634		172.217.18.101	443		1550171961.844201806
6	172.217.18.101	443		172.16.152.81	57634		1550171961.914095265
6	172.16.152.81	57634		172.217.18.101	443		1550171962.804976445
6	172.217.18.101	443		172.16.152.81	57634		1550171962.875903433
6	172.217.18.101	443		172.16.152.81	57634		1550171963.072460403
6	172.217.18.101	443		172.16.152.81	57634		1550171963.072505696
6	172.16.152.81	57634		172.217.18.101	443		1550171963.072615671
6	216.58.210.7	443		172.16.152.81	43162		1550171963.379803199
6	216.58.210.7	443		172.16.152.81	43162		1550171963.379831175
6	172.16.152.81	43162		216.58.210.7	443		1550171963.380061396
6	216.58.210.7	443		172.16.152.81	43162		1550171963.450797145
6	172.16.152.81	35080		172.217.16.193	443		1550171963.702093524
6	172.217.16.193	443		172.16.152.81	35080		1550171963.777681751
6	172.16.152.81	34760		198.252.206.25	443		1550171965.750099955
6	198.252.206.25	443		172.16.152.81	34760		1550171965.939424951
17	172.16.150.168		1194	172.16.152.81		1194	1550171967.582816076
17	172.16.150.168		1194	172.16.152.81		1194	1550171968.606801795
17	172.16.150.168		1194	172.16.152.81		1194	1550171969.630798946
6	172.16.152.81	45030		52.49.210.157	443		1550171969.846095524
6	52.49.210.157	443		172.16.152.81	45030		1550171969.932516192
6	74.125.140.189	443		172.16.152.81	50286		1550171970.137655492
6	172.16.152.81	50286		74.125.140.189	443		1550171970.137705978
17	172.16.150.168		1194	172.16.152.81		1194	1550171970.654793056
6	172.16.152.81	53466		172.217.22.3	443		1550171973.966075546
6	172.217.22.3	443		172.16.152.81	53466		1550171974.043922218
6	172.217.16.193	443		172.16.152.81	35080		1550171976.179074909
6	172.217.16.193	443		172.16.152.81	35080		1550171976.179144048
6	172.16.152.81	35080		172.217.16.193	443		1550171976.179849027
6	172.217.16.193	443		172.16.152.81	35080		1550171976.255070611
6	74.125.140.189	443		172.16.152.81	50286		1550171980.377672404
6	172.16.152.81	50286		74.125.140.189	443		1550171980.377703891
6	172.16.152.81	35348		172.217.22.99	443		1550171981.787939869
6	172.16.152.81	35348		172.217.22.99	443		1550171981.788425561
6	172.217.22.99	443		172.16.152.81	35348		1550171981.865343754
6	172.217.22.99	443		172.16.152.81	35348		1550171981.865591405
6	172.217.22.99	443		172.16.152.81	35348		1550171981.866096047
6	172.217.22.99	443		172.16.152.81	35348		1550171981.874324232
6	172.217.22.99	443		172.16.152.81	35348		1550171981.874366342
6	172.217.22.99	443		172.16.152.81	35348		1550171981.874377247
6	172.217.22.99	443		172.16.152.81	35348		1550171981.874387811
6	172.16.152.81	35348		172.217.22.99	443		1550171981.874473455
6	172.16.152.81	35348		172.217.22.99	443		1550171981.875612845
6	172.217.22.99	443		172.16.152.81	35348		1550171982.015719196
6	172.16.152.81	44936		108.177.15.188	5228		1550171984.182097702
6	108.177.15.188	5228		172.16.152.81	44936		1550171984.255940066
17	172.16.4.11		137	172.16.255.255		137	1550171985.394928912
17	172.16.4.40		137	172.16.255.255		137	1550171985.394967947
6	172.217.18.101	443		172.16.152.81	57634		1550171988.160079678
6	172.16.152.81	57634		172.217.18.101	443		1550171988.202040736
6	172.16.152.81	35100		172.217.18.14	443		1550171988.278098136
6	172.16.152.81	43942		172.217.22.35	443		1550171988.350092774
6	172.217.18.14	443		172.16.152.81	35100		1550171988.352897822
6	172.217.22.35	443		172.16.152.81	43942		1550171988.422601352
17	172.16.150.168		17500	255.255.255.255		17500	1550171989.593190990
17	172.16.150.168		17500	172.16.255.255		17500	1550171989.593368749
6	172.16.152.81	45240		172.217.16.174	443		1550171990.326097484
6	172.217.16.174	443		172.16.152.81	45240		1550171990.396735909
17	192.168.99.1		137	172.16.255.255		137	1550171990.924409783
17	192.168.99.1		137	62.128.42.63		137	1550171990.924448377
17	192.168.99.1		137	172.19.255.255		137	1550171990.924460073
17	192.168.99.1		137	62.128.45.127		137	1550171990.924469891
17	172.19.1.1		67	255.255.255.255		68	1550171991.026709409
17	192.168.99.1		137	172.16.255.255		137	1550171991.743607497
17	192.168.99.1		137	62.128.42.63		137	1550171991.743629626
17	192.168.99.1		137	172.19.255.255		137	1550171991.743635145
17	192.168.99.1		137	62.128.45.127		137	1550171991.743639286
6	172.16.152.81	60210		172.217.22.110	443		1550171992.394094174
17	192.168.99.1		137	172.16.255.255		137	1550171992.460981415
17	192.168.99.1		137	172.19.255.255		137	1550171992.461022735
17	192.168.99.1		137	62.128.45.127		137	1550171992.461035970
6	172.217.22.110	443		172.16.152.81	60210		1550171992.469307395
6	74.125.140.189	443		172.16.152.81	50286		1550171995.430439894
6	172.16.152.81	50286		74.125.140.189	443		1550171995.430498022
6	172.16.152.81	53434		172.217.22.3	443		1550171996.506048217
6	172.217.22.3	443		172.16.152.81	53434		1550171996.577899159
6	172.16.152.81	41846		216.58.206.8	443		1550171998.538055935
6	172.16.152.81	58216		104.25.219.21	443		1550171998.538119812
6	172.16.152.81	56520		172.217.23.138	443		1550171998.538141186
6	172.16.152.81	35924		172.217.21.228	443		1550171998.538161116
6	172.16.152.81	55906		192.0.73.2	443		1550171998.538181168
6	172.16.152.81	47852		172.217.18.170	443		1550171998.562096518
6	192.0.73.2	443		172.16.152.81	55906		1550171998.610930308
6	216.58.206.8	443		172.16.152.81	41846		1550171998.611519085
6	104.25.219.21	443		172.16.152.81	58216		1550171998.612668731
6	172.217.21.228	443		172.16.152.81	35924		1550171998.613443381
6	172.217.23.138	443		172.16.152.81	56520		1550171998.614086287
6	172.217.18.170	443		172.16.152.81	47852		1550171998.634229769
17	192.168.99.1		137	172.16.255.255		137	1550172004.339037255
17	192.168.99.1		137	62.128.42.63		137	1550172004.339066452
17	192.168.99.1		137	172.19.255.255		137	1550172004.339074003
17	192.168.99.1		137	62.128.45.127		137	1550172004.339080411
6	172.16.152.81	53650		172.217.23.163	443		1550172004.674096880
6	172.217.23.163	443		172.16.152.81	53650		1550172004.740104209
17	192.168.99.1		137	172.16.255.255		137	1550172005.055934152
17	192.168.99.1		137	62.128.42.63		137	1550172005.055950525
17	192.168.99.1		137	172.19.255.255		137	1550172005.055958789
17	192.168.99.1		137	62.128.45.127		137	1550172005.055967694
17	192.168.99.1		137	172.16.255.255		137	1550172005.874867272
17	192.168.99.1		137	62.128.42.63		137	1550172005.874906177
17	192.168.99.1		137	172.19.255.255		137	1550172005.874917628
17	192.168.99.1		137	62.128.45.127		137	1550172005.874926639
6	172.16.152.81	35282		54.194.220.237	443		1550172006.710102709
6	54.194.220.237	443		172.16.152.81	35282		1550172006.794655392
6	74.125.140.189	443		172.16.152.81	50286		1550172008.743165312
6	172.16.152.81	50286		74.125.140.189	443		1550172008.743196073
6	74.125.140.189	443		172.16.152.81	50286		1550172008.743248563
6	172.16.152.81	50286		74.125.140.189	443		1550172008.743264560
6	74.125.140.189	443		172.16.152.81	50286		1550172008.743292178
6	172.16.152.81	50286		74.125.140.189	443		1550172008.743308461
6	172.16.152.81	50286		74.125.140.189	443		1550172008.744911218
6	172.16.152.81	50286		74.125.140.189	443		1550172008.792179956
6	74.125.140.189	443		172.16.152.81	50286		1550172008.863357495
6	74.125.140.189	443		172.16.152.81	50286		1550172008.869773402
6	74.125.140.189	443		172.16.152.81	50286		1550172008.910763602
6	74.125.140.189	443		172.16.152.81	50286		1550172008.910829507
6	172.16.152.81	50286		74.125.140.189	443		1550172008.910876723
6	172.16.152.81	34760		198.252.206.25	443		1550172010.942091595
6	198.252.206.25	443		172.16.152.81	34760		1550172011.097485414
6	172.16.152.81	45030		52.49.210.157	443		1550172014.934108989
6	52.49.210.157	443		172.16.152.81	45030		1550172015.020793920
6	172.217.18.101	443		172.16.152.81	57634		1550172016.730513354
6	172.16.152.81	57634		172.217.18.101	443		1